1948,4.458333333333333,12,Tom Jones (1963)
969,4.42,50,"African Queen, The (1951)"
3035,4.411764705882353,17,Mister Roberts (1955)
1066,4.409090909090909,11,Shall We Dance (1937)
905,4.38,25,It Happened One Night (1934)
3462,4.359375,32,Modern Times (1936)
898,4.351351351351352,37,"Philadelphia Story, The (1940)"
2318,4.326086956521739,23,Happiness (1998)
194,4.291666666666667,24,Smoke (1995)
3088,4.2631578947368425,19,Harvey (1950)
608,4.256696428571429,224,Fargo (1996)
296,4.256172839506172,324,Pulp Fiction (1994)
3022,4.25,14,"General, The (1926)"
994,4.25,22,Big Night (1996)
2690,4.25,20,"Ideal Husband, An (1999)"
3071,4.2272727272727275,11,Stand and Deliver (1988)
1060,4.226190476190476,42,Swingers (1996)
1136,4.224137931034483,145,Monty Python and the Holy Grail (1975)
2300,4.212121212121212,33,"Producers, The (1968)"
951,4.211538461538462,26,His Girl Friday (1940)
750,4.20952380952381,105,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1964)
1197,4.208588957055214,163,"Princess Bride, The (1987)"
232,4.208333333333333,24,Eat Drink Man Woman (Yin shi nan nu) (1994)
950,4.205882352941177,17,"Thin Man, The (1934)"
2289,4.204545454545454,44,"Player, The (1992)"
899,4.1953125,64,Singin' in the Rain (1952)
745,4.193548387096774,62,Wallace & Gromit: A Close Shave (1995)
2973,4.178571428571429,28,Crimes and Misdemeanors (1989)
1175,4.166666666666667,30,Delicatessen (1991)
92259,4.166666666666667,27,Intouchables (2011)
308,4.159090909090909,22,Three Colors: White (Trzy kolory: Bialy) (1994)
1238,4.147058823529412,17,Local Hero (1983)
778,4.141129032258065,124,Trainspotting (1996)
2359,4.133333333333334,30,Waking Ned Devine (a.k.a. Waking Ned) (1998)
1256,4.132352941176471,34,Duck Soup (1933)
3359,4.131578947368421,19,Breaking Away (1979)
2542,4.128378378378378,74,"Lock, Stock & Two Smoking Barrels (1998)"
1845,4.125,12,Zero Effect (1998)
1247,4.123595505617978,89,"Graduate, The (1967)"
106782,4.120689655172414,29,"Wolf of Wall Street, The (2013)"
3814,4.115384615384615,13,Love and Death (1975)
911,4.111111111111111,27,Charade (1963)
4973,4.096,125,"Amelie (Fabuleux destin d'Amélie Poulain, Le) (2001)"
115617,4.095238095238095,21,Big Hero 6 (2014)
1230,4.09375,80,Annie Hall (1977)
1148,4.093333333333334,75,Wallace & Gromit: The Wrong Trousers (1993)
3504,4.092105263157895,38,Network (1976)
907,4.090909090909091,11,"Gay Divorcee, The (1934)"
2788,4.090909090909091,22,Monty Python's And Now for Something Completely Different (1971)
1223,4.089743589743589,39,"Grand Day Out with Wallace and Gromit, A (1989)"
1292,4.089285714285714,28,Being There (1979)
1278,4.087837837837838,74,Young Frankenstein (1974)
1288,4.085365853658536,82,This Is Spinal Tap (1984)
108932,4.076923076923077,13,The Lego Movie (2014)
78499,4.071428571428571,42,Toy Story 3 (2010)
955,4.066666666666666,30,Bringing Up Baby (1938)
3363,4.065789473684211,38,American Graffiti (1973)
356,4.05425219941349,341,Forrest Gump (1994)
6807,4.054054054054054,37,Monty Python's The Meaning of Life (1983)
1300,4.052631578947368,19,My Life as a Dog (Mitt liv som hund) (1985)
1077,4.051282051282051,39,Sleeper (1973)
2804,4.046666666666667,75,"Christmas Story, A (1983)"
1243,4.045454545454546,22,Rosencrantz and Guildenstern Are Dead (1990)
3629,4.045454545454546,11,"Gold Rush, The (1925)"
2599,4.044303797468355,79,Election (1999)
1281,4.043478260869565,23,"Great Dictator, The (1940)"
106696,4.041666666666667,12,Frozen (2013)
134853,4.041666666666667,24,Inside Out (2015)
4011,4.036842105263158,95,Snatch (2000)
671,4.03030303030303,33,Mystery Science Theater 3000: The Movie (1996)
109374,4.0285714285714285,35,"Grand Budapest Hotel, The (2014)"
81229,4.027777777777778,18,Red (2010)
2324,4.025252525252525,99,Life Is Beautiful (La Vita è bella) (1997)
72226,4.021739130434782,23,Fantastic Mr. Fox (2009)
916,4.019230769230769,26,Roman Holiday (1953)
1234,4.015873015873016,63,"Sting, The (1973)"
1270,4.015486725663717,226,Back to the Future (1985)
2918,4.007518796992481,133,Ferris Bueller's Day Off (1986)
7132,4.0,11,"Night at the Opera, A (1935)"
3067,4.0,14,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios) (1988)
3129,4.0,12,Sweet and Lowdown (1999)
720,4.0,45,Wallace & Gromit: The Best of Aardman Animation (1996)
945,4.0,21,Top Hat (1935)
3307,4.0,23,City Lights (1931)
272,4.0,39,"Madness of King George, The (1994)"
58,4.0,45,"Postman, The (Postino, Il) (1994)"
93510,4.0,14,21 Jump Street (2012)
1277,4.0,11,Cyrano de Bergerac (1990)
81564,4.0,11,Megamind (2010)
1732,3.995833333333333,120,"Big Lebowski, The (1998)"
497,3.9833333333333334,60,Much Ado About Nothing (1993)
1968,3.982905982905983,117,"Breakfast Club, The (1985)"
3543,3.977272727272727,22,Diner (1982)
319,3.973684210526316,38,Shallow Grave (1994)
1537,3.9722222222222223,18,Shall We Dance? (Shall We Dansu?) (1996)
1079,3.9719101123595504,89,"Fish Called Wanda, A (1988)"
1500,3.96875,64,Grosse Pointe Blank (1997)
3548,3.96875,16,Auntie Mame (1958)
728,3.96875,16,Cold Comfort Farm (1995)
2396,3.9669421487603307,121,Shakespeare in Love (1998)
3104,3.9655172413793105,29,Midnight Run (1988)
223,3.963302752293578,109,Clerks (1994)
2395,3.963235294117647,68,Rushmore (1998)
1244,3.962962962962963,54,Manhattan (1979)
79702,3.9615384615384617,26,Scott Pilgrim vs. the World (2010)
3481,3.960227272727273,88,High Fidelity (2000)
5500,3.9583333333333335,12,Top Secret! (1984)
2997,3.9563492063492065,126,Being John Malkovich (1999)
156,3.9545454545454546,11,Blue in the Face (1995)
1394,3.95,70,Raising Arizona (1987)
57669,3.9473684210526314,38,In Bruges (2008)
910,3.946969696969697,66,Some Like It Hot (1959)
1269,3.945945945945946,37,Arsenic and Old Lace (1944)
2243,3.9444444444444446,36,Broadcast News (1987)
348,3.9375,40,Bullets Over Broadway (1994)
2248,3.9361702127659575,47,Say Anything... (1989)
3671,3.935483870967742,62,Blazing Saddles (1974)
3060,3.9285714285714284,21,"Commitments, The (1991)"
86882,3.9285714285714284,21,Midnight in Paris (2011)
4128,3.925,20,"Lost Boys, The (1987)"
6773,3.923076923076923,13,"Triplets of Belleville, The (Les triplettes de Belleville) (2003)"
1307,3.9195402298850577,87,When Harry Met Sally... (1989)
26776,3.9166666666666665,12,Porco Rosso (Crimson Pig) (Kurenai no buta) (1992)
901,3.9166666666666665,12,Funny Face (1957)
77455,3.9166666666666665,12,Exit Through the Gift Shop (2010)
2502,3.9150943396226414,106,Office Space (1999)
44195,3.9125,40,Thank You for Smoking (2006)
3070,3.909090909090909,11,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)"
3521,3.909090909090909,11,Mystery Train (1989)
46578,3.9078947368421053,76,Little Miss Sunshine (2006)
235,3.9038461538461537,78,Ed Wood (1994)
921,3.9,20,My Favorite Year (1982)
3396,3.9,35,"Muppet Movie, The (1979)"
1220,3.893617021276596,94,"Blues Brothers, The (1980)"
915,3.891304347826087,23,Sabrina (1954)
1682,3.886861313868613,137,"Truman Show, The (1998)"
52435,3.8846153846153846,13,How the Grinch Stole Christmas! (1966)
4886,3.8846153846153846,130,"Monsters, Inc. (2001)"
2863,3.8833333333333333,30,"Hard Day's Night, A (1964)"
101,3.8823529411764706,17,Bottle Rocket (1996)
5103,3.880952380952381,21,"Sandlot, The (1993)"
1449,3.8793103448275863,29,Waiting for Guffman (1996)
471,3.877551020408163,49,"Hudsucker Proxy, The (1994)"
4027,3.875,96,"O Brother, Where Art Thou? (2000)"
1,3.8724696356275303,247,Toy Story (1995)
8874,3.8714285714285714,70,Shaun of the Dead (2004)
3868,3.8714285714285714,35,"Naked Gun: From the Files of Police Squad!, The (1988)"
2580,3.87,50,Go (1999)
54259,3.869565217391304,23,Stardust (2007)
1958,3.8676470588235294,34,Terms of Endearment (1983)
8961,3.861111111111111,126,"Incredibles, The (2004)"
281,3.861111111111111,18,Nobody's Fool (1994)
1080,3.857142857142857,91,Monty Python's Life of Brian (1979)
6539,3.854609929078014,141,Pirates of the Caribbean: The Curse of the Black Pearl (2003)
56367,3.8541666666666665,72,Juno (2007)
3524,3.8529411764705883,17,Arthur (1981)
4306,3.8477011494252875,174,Shrek (2001)
1734,3.8461538461538463,13,My Life in Pink (Ma vie en rose) (1997)
3114,3.844,125,Toy Story 2 (1999)
3317,3.842857142857143,35,Wonder Boys (2000)
1078,3.8421052631578947,19,Bananas (1971)
1265,3.8393939393939394,165,Groundhog Day (1993)
6662,3.8333333333333335,15,"Pink Panther, The (1963)"
2797,3.8317757009345796,107,Big (1988)
2144,3.8260869565217392,46,Sixteen Candles (1984)
1057,3.823529411764706,17,Everyone Says I Love You (1996)
3018,3.8214285714285716,14,Re-Animator (1985)
2791,3.8207547169811322,106,Airplane! (1980)
69,3.8181818181818183,22,Friday (1995)
6711,3.8176470588235296,85,Lost in Translation (2003)
1215,3.8173076923076925,52,Army of Darkness (1993)
838,3.817073170731707,41,Emma (1996)
1028,3.8141025641025643,78,Mary Poppins (1964)
1257,3.8125,24,Better Off Dead... (1985)
4361,3.810344827586207,29,Tootsie (1982)
3507,3.8095238095238093,21,"Odd Couple, The (1968)"
3361,3.8068181818181817,44,Bull Durham (1988)
3421,3.805084745762712,59,Animal House (1978)
6377,3.80327868852459,122,Finding Nemo (2003)
1285,3.80327868852459,61,Heathers (1989)
59784,3.803030303030303,33,Kung Fu Panda (2008)
909,3.803030303030303,33,"Apartment, The (1960)"
112183,3.8,15,Birdman: Or (The Unexpected Virtue of Ignorance) (2014)
6993,3.8,15,Hannah and Her Sisters (1986)
38061,3.793103448275862,29,Kiss Kiss Bang Bang (2005)
1261,3.787878787878788,33,Evil Dead II (Dead by Dawn) (1987)
55269,3.7857142857142856,21,"Darjeeling Limited, The (2007)"
2857,3.7857142857142856,21,Yellow Submarine (1968)
60756,3.7857142857142856,14,Step Brothers (2008)
1235,3.784090909090909,44,Harold and Maude (1971)
61323,3.783333333333333,30,Burn After Reading (2008)
176,3.7777777777777777,18,Living in Oblivion (1995)
2352,3.7777777777777777,36,"Big Chill, The (1983)"
5902,3.7738095238095237,42,Adaptation (2002)
1641,3.7734375,64,"Full Monty, The (1997)"
2349,3.772727272727273,11,Mona Lisa (1986)
3873,3.772727272727273,11,Cat Ballou (1965)
91542,3.769230769230769,26,Sherlock Holmes: A Game of Shadows (2011)
3911,3.76271186440678,59,Best in Show (2000)
51255,3.761904761904762,42,Hot Fuzz (2007)
2716,3.761904761904762,147,Ghostbusters (a.k.a. Ghost Busters) (1984)
3034,3.7586206896551726,29,Robin Hood (1973)
1912,3.7586206896551726,29,Out of Sight (1998)
69757,3.7555555555555555,45,(500) Days of Summer (2009)
4979,3.753623188405797,69,"Royal Tenenbaums, The (2001)"
1073,3.7533783783783785,148,Willy Wonka & the Chocolate Factory (1971)
2750,3.75,22,Radio Days (1987)
2736,3.75,14,Brighton Beach Memoirs (1986)
3341,3.75,12,Born Yesterday (1950)
1279,3.75,12,Night on Earth (1991)
2125,3.75,28,Ever After: A Cinderella Story (1998)
345,3.75,48,"Adventures of Priscilla, Queen of the Desert, The (1994)"
38038,3.75,28,Wallace & Gromit in The Curse of the Were-Rabbit (2005)
6708,3.75,22,Matchstick Men (2003)
3358,3.75,18,Defending Your Life (1991)
5060,3.7457627118644066,59,M*A*S*H (a.k.a. MASH) (1970)
2423,3.74,25,Christmas Vacation (National Lampoon's Christmas Vacation) (1989)
2078,3.739130434782609,46,"Jungle Book, The (1967)"
2890,3.739130434782609,46,Three Kings (1999)
54503,3.7386363636363638,44,Superbad (2007)
492,3.738095238095238,21,Manhattan Murder Mystery (1993)
37729,3.738095238095238,21,Corpse Bride (2005)
1273,3.736842105263158,19,Down by Law (1986)
1194,3.7333333333333334,15,Cheech and Chong's Up in Smoke (1978)
56152,3.7333333333333334,15,Enchanted (2007)
2463,3.725,20,Ruthless People (1986)
1784,3.7222222222222223,99,As Good as It Gets (1997)
79091,3.71875,16,Despicable Me (2010)
562,3.716666666666667,30,Welcome to the Dollhouse (1995)
7323,3.7142857142857144,21,"Good bye, Lenin! (2003)"
125,3.7142857142857144,21,Flirting With Disaster (1996)
94959,3.7115384615384617,26,Moonrise Kingdom (2012)
3097,3.7083333333333335,12,"Shop Around the Corner, The (1940)"
1663,3.7,40,Stripes (1981)
1271,3.7,40,Fried Green Tomatoes (1991)
2109,3.696078431372549,51,"Jerk, The (1979)"
2108,3.6923076923076925,39,L.A. Story (1991)
936,3.6923076923076925,13,Ninotchka (1939)
89864,3.6923076923076925,13,50/50 (2011)
11,3.6890243902439024,82,"American President, The (1995)"
1965,3.6875,32,Repo Man (1984)
2080,3.6862745098039214,51,Lady and the Tramp (1955)
357,3.6844262295081966,122,Four Weddings and a Funeral (1994)
2795,3.683333333333333,30,National Lampoon's Vacation (1983)
68135,3.6818181818181817,11,17 Again (2009)
3270,3.6818181818181817,11,"Cutting Edge, The (1992)"
97921,3.6818181818181817,22,Silver Linings Playbook (2012)
947,3.6818181818181817,11,My Man Godfrey (1936)
2081,3.6794871794871793,78,"Little Mermaid, The (1989)"
88163,3.6785714285714284,14,"Crazy, Stupid, Love. (2011)"
80549,3.6785714285714284,14,Easy A (2010)
1527,3.6779661016949152,118,"Fifth Element, The (1997)"
2005,3.676470588235294,51,"Goonies, The (1985)"
4085,3.676470588235294,51,Beverly Hills Cop (1984)
588,3.6744186046511627,215,Aladdin (1992)
1081,3.6724137931034484,29,Victor/Victoria (1982)
4641,3.6666666666666665,36,Ghost World (2001)
3261,3.6666666666666665,12,Singles (1992)
2987,3.6666666666666665,108,Who Framed Roger Rabbit? (1988)
2926,3.6666666666666665,21,Hairspray (1988)
3852,3.6666666666666665,12,"Tao of Steve, The (2000)"
76251,3.6666666666666665,30,Kick-Ass (2010)
55280,3.6666666666666665,15,Lars and the Real Girl (2007)
837,3.6666666666666665,18,Matilda (1996)
8949,3.6666666666666665,45,Sideways (2004)
1885,3.6666666666666665,24,"Opposite of Sex, The (1998)"
2301,3.6666666666666665,18,History of the World: Part I (1981)
81847,3.6666666666666665,21,Tangled (2010)
1580,3.663157894736842,190,Men in Black (a.k.a. MIB) (1997)
46976,3.6625,40,Stranger than Fiction (2006)
3072,3.6621621621621623,37,Moonstruck (1987)
441,3.6621621621621623,37,Dazed and Confused (1993)
3448,3.660377358490566,53,"Good Morning, Vietnam (1987)"
2398,3.659090909090909,22,Miracle on 34th Street (1947)
31878,3.6578947368421053,19,Kung Fu Hustle (Gong fu) (2004)
119145,3.6538461538461537,13,Kingsman: The Secret Service (2015)
1914,3.6538461538461537,13,Smoke Signals (1998)
93840,3.6538461538461537,13,"Cabin in the Woods, The (2012)"
1429,3.6538461538461537,13,First Strike (Police Story 4: First Strike) (Ging chaat goo si 4: Ji gaan daan yam mo) (1996)
6620,3.6470588235294117,17,American Splendor (2003)
914,3.6470588235294117,51,My Fair Lady (1964)
35836,3.6470588235294117,51,"40-Year-Old Virgin, The (2005)"
514,3.6470588235294117,17,"Ref, The (1994)"
5991,3.6470588235294117,51,Chicago (2002)
5377,3.644230769230769,52,About a Boy (2002)
322,3.642857142857143,14,Swimming with Sharks (1995)
2779,3.642857142857143,21,Heaven Can Wait (1978)
2083,3.642857142857143,14,"Muppet Christmas Carol, The (1992)"
52,3.6372549019607843,51,Mighty Aphrodite (1995)
8807,3.6363636363636362,22,Harold and Kumar Go to White Castle (2004)
71535,3.635135135135135,37,Zombieland (2009)
3108,3.635135135135135,37,"Fisher King, The (1991)"
1321,3.6315789473684212,38,"American Werewolf in London, An (1981)"
8784,3.6293103448275863,58,Garden State (2004)
4489,3.625,24,Coming to America (1988)
1884,3.625,44,Fear and Loathing in Las Vegas (1998)
3039,3.625,48,Trading Places (1983)
56587,3.625,12,"Bucket List, The (2007)"
6003,3.625,16,Confessions of a Dangerous Mind (2002)
2321,3.625,64,Pleasantville (1998)
66934,3.625,16,Dr. Horrible's Sing-Along Blog (2008)
5135,3.625,16,Monsoon Wedding (2001)
1120,3.621212121212121,33,"People vs. Larry Flynt, The (1996)"
3033,3.6206896551724137,58,Spaceballs (1987)
2065,3.619047619047619,21,"Purple Rose of Cairo, The (1985)"
1396,3.6176470588235294,51,Sneakers (1992)
417,3.6153846153846154,13,Barcelona (1994)
3210,3.6153846153846154,52,Fast Times at Ridgemont High (1982)
4467,3.6153846153846154,13,"Adventures of Baron Munchausen, The (1988)"
69122,3.6136363636363638,44,"Hangover, The (2009)"
8910,3.611111111111111,18,I Heart Huckabees (2004)
2355,3.6095238095238096,105,"Bug's Life, A (1998)"
3244,3.607142857142857,14,"Goodbye Girl, The (1977)"
1907,3.607142857142857,42,Mulan (1998)
3685,3.6,15,Prizzi's Honor (1985)
224,3.6,35,Don Juan DeMarco (1995)
34437,3.6,15,Broken Flowers (2005)
3061,3.590909090909091,11,Holiday Inn (1942)
47518,3.590909090909091,11,Accepted (2006)
2000,3.588888888888889,90,Lethal Weapon (1987)
3526,3.5869565217391304,23,Parenthood (1989)
2406,3.5846153846153848,65,Romancing the Stone (1984)
5505,3.5833333333333335,12,"Good Girl, The (2002)"
1966,3.5833333333333335,12,Metropolitan (1990)
934,3.5833333333333335,24,Father of the Bride (1950)
6942,3.581818181818182,55,Love Actually (2003)
1171,3.5806451612903225,31,Bob Roberts (1992)
141,3.5806451612903225,93,"Birdcage, The (1996)"
2746,3.577777777777778,45,Little Shop of Horrors (1986)
6867,3.576923076923077,13,"Station Agent, The (2003)"
8360,3.574074074074074,81,Shrek 2 (2004)
575,3.5714285714285716,14,"Little Rascals, The (1994)"
2968,3.5697674418604652,43,Time Bandits (1981)
1639,3.5692307692307694,65,Chasing Amy (1997)
30810,3.5689655172413794,29,"Life Aquatic with Steve Zissou, The (2004)"
94,3.5681818181818183,22,Beautiful Girls (1996)
440,3.561111111111111,90,Dave (1993)
2245,3.56,25,Working Girl (1988)
2273,3.558139534883721,43,Rush Hour (1998)
1923,3.5528455284552845,123,There's Something About Mary (1998)
2302,3.5526315789473686,76,My Cousin Vinny (1992)
39,3.55,120,Clueless (1995)
34162,3.5476190476190474,42,Wedding Crashers (2005)
3972,3.5454545454545454,11,"Legend of Drunken Master, The (Jui kuen II) (1994)"
3675,3.5454545454545454,11,White Christmas (1954)
4225,3.5454545454545454,11,"Dish, The (2001)"
2946,3.5454545454545454,11,Help! (1965)
1255,3.5416666666666665,12,Bad Taste (1987)
2252,3.5384615384615383,13,Hero (1992)
21,3.536842105263158,95,Get Shorty (1995)
368,3.535211267605634,71,Maverick (1994)
8464,3.533333333333333,45,Super Size Me (2004)
1810,3.533333333333333,15,Primary Colors (1998)
6863,3.5294117647058822,51,School of Rock (2003)
97913,3.526315789473684,19,Wreck-It Ralph (2012)
6296,3.5238095238095237,21,"Mighty Wind, A (2003)"
45,3.5232558139534884,43,To Die For (1995)
61024,3.522727272727273,22,Pineapple Express (2008)
4623,3.5217391304347827,23,Major League (1989)
1476,3.5217391304347827,23,Private Parts (1997)
5673,3.5208333333333335,24,Punch-Drunk Love (2002)
7451,3.517857142857143,28,Mean Girls (2004)
380,3.515151515151515,198,True Lies (1994)
8641,3.514705882352941,34,Anchorman: The Legend of Ron Burgundy (2004)
2150,3.513888888888889,36,"Gods Must Be Crazy, The (1980)"
3175,3.5076923076923077,65,Galaxy Quest (1999)
6188,3.5,32,Old School (2003)
102123,3.5,12,This Is the End (2013)
861,3.5,12,Supercop (Police Story 3: Supercop) (Jing cha gu shi III: Chao ji jing cha) (1992)
4016,3.5,32,"Emperor's New Groove, The (2000)"
1701,3.5,16,Deconstructing Harry (1997)
3398,3.5,11,"Muppets Take Manhattan, The (1984)"
6957,3.5,19,Bad Santa (2003)
1566,3.5,32,Hercules (1997)
3536,3.5,18,Keeping the Faith (2000)
45728,3.5,18,Clerks II (2006)
1376,3.5,65,Star Trek IV: The Voyage Home (1986)
